INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT
11418	65	9级闪避	靠	1	11417	20	11418	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15018																																	
11419	65	10级闪避	靠	1	11418	21	11419	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15019																																	
11420	65	1级免疫	靠	1	11419	12	11420	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15020																																	
11421	65	2级免疫	靠	1	11420	13	11421	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15021																																	
11422	65	3级免疫	靠	1	11421	14	11422	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15022																																	
11423	65	4级免疫	靠	1	11422	15	11423	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15023																																	
11424	65	5级免疫	靠	1	11423	16	11424	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15024																																	
11425	65	6级免疫	靠	1	11424	17	11425	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15025																																	
11426	65	7级免疫	靠	1	11425	18	11426	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15026																																	
11427	65	8级免疫	靠	1	11426	19	11427	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15027																																	
11428	65	9级免疫	靠	1	11427	20	11428	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15028																																	
11429	65	10级免疫	靠	1	11428	21	11429	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	概率	10	事件ID	4	impactID	15029																																	
#	马主动类				#		#			1																																																					
#	通用技能	#	#	#	#	103	#			1																																																					
11600	71	1级主动回春	靠	1	12000	104	11600	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	10					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11601	71	2级主动回春	靠	1	12001	105	11601	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	20					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11602	71	3级主动回春	靠	1	12002	106	11602	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	30					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11603	71	4级主动回春	靠	1	12003	107	11603	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	40					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11604	71	5级主动回春	靠	1	12004	108	11604	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	50					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11605	71	6级主动回春	靠	1	12005	109	11605	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	60					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11606	71	7级主动回春	靠	1	12006	110	11606	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	70					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11607	71	8级主动回春	靠	1	12007	111	11607	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	80					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11608	71	9级主动回春	靠	1	12008	112	11608	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	90					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
11609	71	10级主动回春	靠	1	12009	113	11609	1	0	1	1	0	0	0	0	0	0	20000	2000	0	0	0	0	0	0为按点数修正，1为按百分比修正	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	3	影响率（千分比）	100					怒气1	-1	怒气2	-1	怒气0	-1	怒气4	-1					怒气5	-1															
#	战士技能	#			#	114	#			1																																																					
11700	14	1级眩晕	靠	1	13000	115	11700	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11701	14	2级眩晕	靠	1	13001	116	11701	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11702	14	3级眩晕	靠	1	13002	117	11702	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11703	14	4级眩晕	靠	1	13003	118	11703	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11704	14	5级眩晕	靠	1	13004	119	11704	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11705	14	6级眩晕	靠	1	13005	120	11705	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11706	14	7级眩晕	靠	1	13006	121	11706	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11707	14	8级眩晕	靠	1	13007	122	11707	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11708	14	9级眩晕	靠	1	13008	123	11708	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11709	14	10级眩晕	靠	1	13009	124	11709	1	0	1	1	0	0	0	0	0	0	2000	0	0	0	0	0	0	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0					隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	移动速度修正（0为无效）	-1	骑乘ID(-1为无效)	-1																					
11710	68	1级主动反震	靠	0	13010	125	11710	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	50	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11711	68	2级主动反震	靠	0	13011	126	11711	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	100	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11712	68	3级主动反震	靠	0	13012	127	11712	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	150	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11713	68	4级主动反震	靠	0	13013	128	11713	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	200	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11714	68	5级主动反震	靠	0	13014	129	11714	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	250	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11715	68	6级主动反震	靠	0	13015	130	11715	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	300	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11716	68	7级主动反震	靠	0	13016	131	11716	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	350	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11717	68	8级主动反震	靠	0	13017	132	11717	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	400	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11718	68	9级主动反震	靠	0	13018	133	11718	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	450	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11719	68	10级主动反震	靠	0	13019	134	11719	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	500	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
#	剑侠技能	#			#	135	#			1																																																					
11800	68	1级主动打击	靠	0	13500	136	11800	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	100	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11801	68	2级主动打击	靠	0	13501	137	11801	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	200	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11802	68	3级主动打击	靠	0	13502	138	11802	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	300	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11803	68	4级主动打击	靠	0	13503	139	11803	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	400	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11804	68	5级主动打击	靠	0	13504	140	11804	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	500	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11805	68	6级主动打击	靠	0	13505	141	11805	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	600	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11806	68	7级主动打击	靠	0	13506	142	11806	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	700	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11807	68	8级主动打击	靠	0	13507	143	11807	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	800	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11808	68	9级主动打击	靠	0	13508	144	11808	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	900	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11809	68	10级主动打击	靠	0	13509	145	11809	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	1000	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
#	骑射技能	#			#	#	#			1																																																					
11900	68	1级主动射击	靠	0	14000	146	11900	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	200	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11901	68	2级主动射击	靠	0	14001	147	11901	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	400	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11902	68	3级主动射击	靠	0	14002	148	11902	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	600	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11903	68	4级主动射击	靠	0	14003	149	11903	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	800	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
11904	68	5级主动射击	靠	0	14004	150	11904	1	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	马参与计算的参数，0力量，1敏捷，2智力，3体质	0	影响率（千分比）	1000	远程内功攻击伤害值	1	远程外功攻击值	0	近程外功攻击值	0	金伤害值	0	木伤害值	0	水伤害值	0	火伤害值	0	土伤害值	0																			
