INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT
512		4	技能512	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_1_12	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	12		130	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	24551|24552|24553|24554|24555|	|引导周期的附加效果1	-1	生效一次的附加效果2	24556|24557|24558|24559|24560|	引导周期的附加效果2	-1	|生效一次的附加效果2	24561|24562|24563|24564|24565|	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
513		4	技能513	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_1_13	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	13		131	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
514		4	技能514	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_1_14	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	14		132	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
515		4	技能515	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_1_15	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	15			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
516		4	技能516	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_1_16	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	16		133	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
517		4	技能517	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_2_1	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	17		134	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
518		4	技能518	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_2_2	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	18		135	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
519		4	技能519	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_2_3	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	19		136	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
520		4	技能520	技能描述	技能描述	技能描述	WXSJ_skill_jianwudang_2_4	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	20		137	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
########	气武当技	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
########	气武当技	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
########	气武当技	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
601		5	技能601	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_1	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	1			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
602		5	技能602	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_2	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	2		161	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	25051|25052|25053|25054|25055|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
603		5	技能603	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_3	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	3		162	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
604		5	技能604	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_4	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	4		163	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	25151|25152|25153|25154|25155|	|引导周期的附加效果1	-1	生效一次的附加效果2	25156|25157|25158|25159|25160|	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
605		5	技能605	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_5	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	5		164	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
606		5	技能606	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_6	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	6		165	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	4	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	6|6|6|6|6	360	5|5|5|5|5	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	25251|25252|25253|25254|25255|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
607		5	技能607	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_7	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	7		166	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
608		5	技能608	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_8	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	8		167	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
609		5	技能609	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_9	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	9		168	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
610		5	技能610	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_10	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	10		169	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
611		5	技能611	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_11	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	11		170	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
612		5	技能612	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_12	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	12		171	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
613		5	技能613	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_13	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	2	13		172	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	1221|1222|1223|1224|1225|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
614		5	技能614	技能描述	技能描述	技能描述	WXSJ_skill_qiwudang_1_14	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	14		173	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	25651|25652|25653|25654|25655|	|引导周期的附加效果1	-1	生效一次的附加效果2	25656|25657|25658|25659|25660|	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
