INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT
2186	跌打师傅何南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
2187	跌打师傅何北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	j			
2188	跌打师傅何中	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
2189	跌打师傅何白	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
2190	马车夫刘东	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	c			
2191	马车夫刘南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	d			
2192	马车夫刘北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	f			
2193	马车夫刘中	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	y			
2194	马车夫刘白	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	c			
2195	跌打师傅徐东	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
2196	跌打师傅徐南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	q			
2197	跌打师傅徐北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	q			
2198	跌打师傅徐中	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	c			
2199	跌打师傅徐白	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2015	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	y			
2200	马车夫向真北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	f			
2201	马车夫向真南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	t			
2202	马车夫向正东	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	w			
2203	马车夫向东北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	p			
2204	马车夫向边	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
2205	马车夫钱真北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	f			
2206	马车夫钱真南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	g			
2207	马车夫钱正东	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
2208	马车夫钱东北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	m			
2209	马车夫钱边	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
2210	马车夫王真北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
2211	马车夫王真南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	g			
2212	马车夫王正东	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
2213	马车夫王东北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	f			
2214	马车夫王边	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	x			
2215	马车夫刘真北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
2216	马车夫刘真南	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	c			
2217	马车夫刘正东	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	d			
2218	马车夫刘东北	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
2219	马车夫刘边	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			3024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
2220	王城苏鲁锭	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2055	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
2221	朗朗	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2081	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	x			
2222	朗朗	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2059	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	q			
2223	朗朗	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2062	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	g			
2224	朗朗	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2036	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	p			
2225	朗朗	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2060	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
2226	朗朗	1	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2084	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
#	皇城功能NPC（3000-3999）				#N/A									#N/A																																														0																
3001	赵敏	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2067	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
3002	努尔博达	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2056	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	n			
3003	伯颜	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2054	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	b			
3004	脱脱	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2055	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	t			
3005	张弘范	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2025	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
3006	天落枫	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	t			
3007	左惊飞	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
3008	张天宝	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2010	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
3009	王保保	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2040	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	w			
3010	图兰朵	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2068	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	t			
3011	李察罕	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2063	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
3012	耶律燕	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2027	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	y			
3013	完颜萍	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2028	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	w			
3014	耶律齐	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2060	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
3015	耶律霍修	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2043	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
3016	纳兰佩紫	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2099	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	n			
3017	纳兰若水	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2099	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	n			
3018	西门君临	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2026	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	x			
3019	施耐庵	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
3020	黄公望	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
3021	吴镇子	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	w			
3022	高克恭	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	g			
3023	白朴	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	b			
3024	元好问	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	y			
3025	龙须客	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2036	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
3026	郑隐娘	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2028	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
3027	萨拉丁	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2016	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	s			
3028	马可尼	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2087	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	m			
3029	拔都	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2100	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	b			
3030	马可·尼科洛	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2085	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	m			
3031	马可·马泰奥	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2087	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	m			
3032	阿里巴巴	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2064	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	a			
3033	戈西木	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2064	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	g			
3034	马尔基娜	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2081	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	m			
3035	花满楼	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2024	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
3036	花小凤	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2036	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	h			
3037	柳眉色	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2036	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	l			
3038	蔡子元	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2020	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	c			
3039	祝天峰	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2033	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	z			
3040	习玫红	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2037	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	x			
3041	开谢花	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2070	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	k			
3042	于正我	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2036	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	y			
3043	元十三限	200	10000	10	2	2	0	1		1	0	1		20	10	0	0	100	0	5		0	0	0	0		0	0	0	0			2022	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	200	1800	10	2000	1000	1800	0	-1	3	-1	20	1	1	0	0	-1	-1	20	1	-1	0									-1		1	功能	y			
